gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
NSUN5,0.049463398639409954,5.2381752032084865,0.9296409046930352,0.3547455749528503,1,-10.236955463382655
MCAT,-0.048589632754165134,2.622003491094314,-0.9296066996800918,0.35476320572144127,1,-10.236987302865261
TPTE2P5,0.09328982186733044,2.2384121480105295,0.9295947426625334,0.3547693690267796,1,-10.23699843269465
C4orf46P3,0.014146755846824871,0.03327803915747043,0.9295779466106718,0.3547780267527456,1,-10.237014066555549
CITED2,-0.06987126807918079,5.0788957530896965,-0.9294084390472631,0.3548654090310793,1,-10.237171829616763
RN7SL269P,0.033728833389702534,0.20066383802324375,0.9293814075458924,0.3548793452246417,1,-10.237196985598018
KIF18B,-0.07895246473734285,0.426569373599638,-0.9292784275375983,0.35493244017223724,1,-10.237292813978513
GARNL3,-0.07101790384822178,0.5924353874466277,-0.9292270511078904,0.3549589309911524,1,-10.237340618577798
PRSS8,0.024550793170211967,0.03863426731375751,0.9291204389421099,0.35501390661290155,1,-10.237439810481492
ZFP92,-0.07135481655788989,1.7022234991275154,-0.928713329698663,0.35522388670511507,1,-10.237818481753663
ATP5MC1P6,0.004294352215300994,0.0054512271473297225,0.9286152504131268,0.3552744862344396,1,-10.237909685473891
RNU6-786P,-0.009680491972807414,0.021598052006003104,-0.9285171134384094,0.35532512014479645,1,-10.23800093335951
SERINC3,-0.06916123238330611,6.674224876257644,-0.9285146283450176,0.3553264023922129,1,-10.238003243879454
SUSD1,-0.06914051892478439,4.150114370646807,-0.9284715309781603,0.35534864005076217,1,-10.238043312764745
COPS9,0.08647221265942219,3.193551068900317,0.9284582974404644,0.3553554685560827,1,-10.23805561600568
ZNG1F,0.09613712219722817,4.562263463712244,0.928329564379091,0.3554218991981639,1,-10.23817529033929
MRPL35P4,0.008239444896044884,0.0065946498938542686,0.92829157966768,0.35544150212132586,1,-10.238210599013211
RSPH1,-0.018929316205297364,0.02186125643242986,-0.927898070434088,0.355644622744686,1,-10.238576301778242
SLC25A10,0.06748902814656799,4.072346421498805,0.9278477483424831,0.3556706032344631,1,-10.238623056973891
RBPJP7,-0.014909807989907566,0.156182737818143,-0.9277352452781146,0.35572869115793837,1,-10.238727576654862
STK25P1,0.02256366892069878,0.06529284485641129,0.927687357499129,0.35575341856342324,1,-10.238772062465047
PTGR1,0.03361956239066559,0.05836174880631803,0.9274211438079054,0.35589090111965593,1,-10.239019323052023
TCP1P1,0.053030374168154024,0.2368761981070649,0.9268218505196063,0.3562005226459777,1,-10.239575694241042
LOC124900431,-0.0038411668344298083,0.004152439206566345,-0.9267398500226669,0.35624290114197843,1,-10.239651794259542
MON1A,0.05600187479628947,3.0142452705956924,0.9266956403273064,0.35626575039522246,1,-10.239692820027601
MTCH2P2,0.0029564725368164168,0.002436496908510786,0.9266919602628684,0.3562676524348557,1,-10.239696234971614
HOXA3,0.04003173280044934,0.10743180866159757,0.9264901203252766,0.35637198326260056,1,-10.239883513465152
MAFK,0.06892615827871479,5.707377204091433,0.9262872068811087,0.3564768886795535,1,-10.240071747581972
WEE2,0.008499989946976143,0.008249684172632143,0.9262702455708448,0.35648565850156566,1,-10.240087480027334
ZC3H7B,0.06805878539184199,5.735529613231787,0.9262580976843034,0.3564919396342947,1,-10.24009874761253
FTL,-0.040813619655015156,11.202359701244848,-0.9260657113946504,0.3565914234779013,1,-10.240277173180239
GSR,-0.07177714035338213,5.389230661398015,-0.9260646066053267,0.35659199482084947,1,-10.24027819769406
RPS2P24,0.012500865599659752,0.05740704090898357,0.9257834661456051,0.3567374059291324,1,-10.240538871035273
PTGER2,0.0913821754824723,5.457613555592207,0.9255903378282794,0.3568373174725188,1,-10.240717894448757
RNU6-653P,0.0037075951815056297,0.0030382301888529275,0.9255139486874293,0.3568768409895675,1,-10.240788694459727
ZNF407-AS1,0.09879189658766312,3.0498470211647746,0.9254230245645783,0.35692388851118095,1,-10.24087295848778
RN7SL430P,-0.022958329205188092,0.06376821935705447,-0.9253855561669302,0.3569432772065979,1,-10.240907679996692
MIR196A1,-0.006137525984910783,0.006647044609775244,-0.9252837683220154,0.3569959525539683,1,-10.241001998576674
VPS29,0.08937593666357409,5.7950003764349765,0.9252424067420463,0.3570173586471407,1,-10.241040322098952
RPSAP55,0.08484538661419748,1.2971006882971234,0.9251997900657829,0.35703941515549587,1,-10.241079806767019
DPY19L3-DT,0.035253405336479415,0.08864550287098392,0.925173187273711,0.3570531840265678,1,-10.24110445354537
SLC43A1,-0.059584534315169295,3.124494583750765,-0.9251102656826211,0.35708575185635905,1,-10.241162745950142
CEP135,0.09175482746888974,3.4772947772583285,0.9250158322283362,0.3571346335960368,1,-10.241250224551171
GIMAP3P,0.0608146934091544,0.31603024445714717,0.924870448983143,0.35720989691639904,1,-10.241384883415725
ARHGEF35-AS1,-0.11025694002199517,2.6588806636672335,-0.9248418621030317,0.3572246972247831,1,-10.24141135909934
LOC101929227,-0.01014477716537674,0.017687310969017975,-0.9245093358387719,0.35739688510296963,1,-10.2417192685276
MIR4665,0.005645049456972932,0.009620946728126013,0.9244732458357773,0.35741557632304144,1,-10.24175268024612
NOTCH2,-0.08269492678016807,7.277218504688033,-0.9244620081508462,0.3574213965121896,1,-10.24176308370644
CALML3-AS1,0.010621779859354946,0.010477693146980653,0.9244311986449063,0.35743735359261,1,-10.241791605444353
PAN3-AS1,-0.07256796633870005,1.7121311129918022,-0.9243330323619527,0.3574881996136585,1,-10.241882476129536
KCNG1,0.1174837377560588,2.2899458829209007,0.9242907277057186,0.357510113077497,1,-10.241921633829433
CLEC14A,-0.011030066743604997,0.014370772850966662,-0.9241549756289169,0.3575804373309197,1,-10.242047275686192
RPL13AP12,0.03217378870332711,0.17575006046623984,0.9240509020276669,0.35763435702590385,1,-10.242143586051087
HCG4P8,-0.004000771524426376,0.003199301842843545,-0.9240399862678146,0.35764001269410817,1,-10.24215368694581
MANEA-DT,0.08880614909509206,0.8895480191306291,0.9239302104475848,0.3576968928649471,1,-10.242255261440182
TAS2R30,0.014505133918749292,0.029236226598082442,0.9239213350754762,0.35770149187766953,1,-10.242263473216761
RPS6P1,0.061217088755109166,0.7038508870266018,0.9238863211942505,0.35771963563015374,1,-10.242295868416665
FIBP,-0.050993401283157554,4.886835852862576,-0.9237118361271349,0.3578100603581118,1,-10.242457285779588
HCLS1,-0.056560861804244064,9.505542250946753,-0.923675099752542,0.35782910038993143,1,-10.242491267037162
OTOAP1,0.023150628601221183,0.03878080233836185,0.9235910901834282,0.35787264399524776,1,-10.24256897114752
ITPRIP,-0.08013030530127713,6.792385745777229,-0.9235711283453449,0.35788299105693555,1,-10.242587433699185
SRSF10,0.14285790467919474,5.395284590969851,0.9235327765837371,0.35790287092685436,1,-10.242622903849462
MAP3K9,0.08161335368758584,2.411327939442767,0.9233078664449609,0.35801946866413026,1,-10.24283088590462
ST13P15,-0.048721389467555394,1.005537293497996,-0.9231148114248077,0.3581195714371399,1,-10.243009370713336
LOC101928894,-0.00856298922896953,0.008867520549204555,-0.9230891405994832,0.35813288360390205,1,-10.243033101350086
TEAD2,0.06832400719476424,0.43660264866013215,0.9225889784191602,0.3583923166565187,1,-10.24349533200008
SEC61G,0.07272040898041944,3.7234052801248776,0.9225590193345589,0.3584078601761509,1,-10.243523011212716
RPS4XP16,-0.12236185512763938,3.057261769499166,-0.9225375439804405,0.35841900238974034,1,-10.243542851758727
PLCE1-AS1,-0.008897389842912546,0.005133109524757239,-0.9223364613495908,0.3585233422739763,1,-10.243728604965835
ST3GAL5,0.08491546274881062,4.703087573570472,0.9223333270217384,0.35852496880060025,1,-10.243731500034706
PFDN6,0.06502686777175105,3.535705397335072,0.922295076726972,0.3585448187699861,1,-10.243766829712955
CAPZA1P3,-0.006604228423839848,0.00714242910196944,-0.9220886286139807,0.35865196701151736,1,-10.243957489519833
A2M,-0.01864521980485746,0.017288036135560174,-0.922053267269795,0.3586703218845919,1,-10.243990142362314
MSLN,0.1363540817428782,0.1905873769224448,0.9220168116142651,0.3586892454049765,1,-10.24402380440801
RPL23AP30,0.003846848326155262,0.0031138176271695156,0.9219712723833668,0.3587128849521044,1,-10.244065852112605
RNA5SP128,0.007041954073217857,0.012601093465141757,0.9218478852216454,0.35877694058153387,1,-10.244179768825184
RNU6-196P,0.03421160765798974,0.23954637021667421,0.9217212651248365,0.35884268215411674,1,-10.244296654742634
OR4F1P,0.005421149581294715,0.008465036445304832,0.9215914238433937,0.3589101041563516,1,-10.244416497810379
RPL15P11,0.01399304002611315,0.03866491186392377,0.9215409402757987,0.3589363206756604,1,-10.244463089490855
PGAP4,-0.020425580832978688,0.0286236610662162,-0.921528566777252,0.3589427465185274,1,-10.244474508706679
MAP9,0.10086782148773592,2.0489413936863565,0.9214068143951393,0.35900597924888167,1,-10.244586863123738
PIH1D1,0.0558576589400705,5.462877558241993,0.9213922412830527,0.35901354834621313,1,-10.244600310371014
ACOXL,0.0511473685295839,0.38824858383739486,0.9213921656382341,0.35901358763547797,1,-10.24460038017125
RFPL4AL1,-0.04667845499541552,0.07105619922550245,-0.9213460011904202,0.35903756556228106,1,-10.244642976740016
CD83,0.0902597767461751,2.8551357768976535,0.9212988962195003,0.35906203305188444,1,-10.244686438978622
DHX37,0.06238790551064811,4.488470459720986,0.921276080586077,0.35907388443974797,1,-10.244707489442643
HDHD5-AS1,0.039222682259837535,0.24868189678937863,0.9212674077773811,0.35907838952233295,1,-10.244715491130568
RN7SL26P,0.009298307788964056,0.018666046328057826,0.921236356119434,0.359094519573379,1,-10.244744139336358
RGS1,0.07548515533562929,0.4393778240927857,0.9212289339433932,0.3590983751550493,1,-10.244750986882469
EXOSC5,0.06039037426026577,3.9175941777803596,0.9210736741276762,0.35917903368679305,1,-10.244894213938002
MYO16-AS1,-0.0775429958329131,0.47443187640168577,-0.9210666500503764,0.3591826830159359,1,-10.244900693082297
PRRT3-AS1,-0.062080307238959444,0.5886027209542793,-0.9210264771800201,0.35920355511223134,1,-10.244937748378433
UBE2QL1,0.011615736521128127,0.012028910939598545,0.9210047242593459,0.35921485731737934,1,-10.244957812522685
CD93,-0.15440694988196174,7.363604434138442,-0.9209686474966995,0.3592336022874588,1,-10.244991087457553
ZNRF2P2,-0.0264447361446077,0.13484223777842555,-0.9209628904429591,0.35923659362798266,1,-10.244996397282915
MED27,0.06302106161251712,2.9177265543739446,0.9207650041085697,0.35933942417782816,1,-10.245178891257076
GPR17,-0.04234798921157519,0.13614729145442772,-0.920737910925904,0.3593535044623458,1,-10.245203874025787
RPL13P8,-0.026472450084310303,0.09342913189609041,-0.9207115823127539,0.3593671877383011,1,-10.245228151088137
PDCD1,-0.09722948129876753,2.7882425664866144,-0.9206826399760997,0.35938222977901124,1,-10.245254837422292
SNORD60,0.07577980928406472,1.2980060530755562,0.9206552221369333,0.3593964798713243,1,-10.245280117329726
ELOVL1,-0.052082915159148105,6.406954688662092,-0.9206001895654715,0.35942508347598934,1,-10.245330856450042
SAPCD2P1,-0.006712390479651224,0.007376055247260714,-0.92054485451852,0.35945384575794015,1,-10.245381871439914
SELENOP,0.04662576511338595,0.14633129070405915,0.9204423312754452,0.35950713959542346,1,-10.245476382630002
COQ5,0.09124308380392866,3.131037153428633,0.9202818424883497,0.359590575311607,1,-10.245624308645922
XIAPP1,0.029347788844700847,0.1835413064059913,0.9202367512825262,0.35961401977502383,1,-10.2456658656284
P2RY2,0.109776047281194,4.113174500031144,0.9201744522743772,0.3596464127676089,1,-10.245723278380227
AKR1B1P1,0.02975743825551387,0.18718956100310696,0.920164543121163,0.35965156530239495,1,-10.245732409983077
LIN7C,0.10254658620929843,3.582117802069558,0.9200889669054613,0.35969086476727785,1,-10.245802052710356
H2BC3,0.004220862375563632,0.005157911502359133,0.9200847686263108,0.35969304794338475,1,-10.245805921217684
DAZAP2,-0.06912178635595492,8.810458880591451,-0.9198860874047571,0.3597963751934409,1,-10.245988976318184
NDUFA12,0.06440635620715092,4.278766025146687,0.9198690939384244,0.35980521378719066,1,-10.246004631456683
XCR1,-0.0652662388820802,0.5869167191361577,-0.9198215601035875,0.3598299376860573,1,-10.24604842023299
CD37,0.049215969748108185,8.690044058841458,0.9196646426694713,0.35991156325093154,1,-10.246192958777971
ANXA11,-0.047859614433876346,8.49126144569742,-0.919630248989788,0.3599294557872639,1,-10.246224635971178
PPIAL4G,0.0519912131002252,1.2478907599161333,0.9195876331886178,0.3599516264831294,1,-10.246263884268707
KRT10-AS1,-0.06559749331230388,1.7247238621644394,-0.9195557852924517,0.3599681957886969,1,-10.246293214373804
GUSBP3,-0.08495450333447271,1.7842346523007395,-0.919402993310117,0.3600476946753677,1,-10.246433913223846
RPS29P12,0.04443107413822322,0.24667014216382974,0.9192196613942775,0.3601430984952675,1,-10.246602704490828
MAGED4,-0.07222481150694812,4.187725790665222,-0.919096772262989,0.3602070576002311,1,-10.246715828351503
ZNF775,0.05755117071879141,7.125073330175235,0.9190621139981998,0.3602250972129699,1,-10.246747729840026
SLITRK5,-0.04902989366152322,0.2224991690595458,-0.918957096470624,0.36027976230719827,1,-10.246844386873155
TBXT,0.01034982599514665,0.005661214152112034,0.9188817813130723,0.3603189695895489,1,-10.246913699466091
LSM10,-0.05592090152393048,8.382436178165205,-0.9188598020055938,0.36033041200728866,1,-10.24693392598506
TBCA,0.07611344242972373,3.236275202600547,0.9188389672045562,0.36034125880915957,1,-10.246953098829408
DOCK10,0.08583247405588558,6.088052940340486,0.9186812227986474,0.36042338884262604,1,-10.247098246356789
VIM-AS1,0.09015958671679146,4.064921556449537,0.9185328527271381,0.360500648983917,1,-10.247234745777936
PITPNA,-0.05718484306068996,6.696990768230979,-0.9183797883195067,0.3605803646393586,1,-10.247375541228969
TXNRD1,-0.08443600742361511,5.666012556760048,-0.9183175912923167,0.3606127599409965,1,-10.247432746226561
SPR,-0.0631718769349955,1.076994111082556,-0.9181408163383131,0.3607048432374278,1,-10.247595312141131
KDM2B,0.07228539533052013,5.327738716342779,0.9180935628289049,0.3607294604529374,1,-10.247638762234137
SUMO1P4,0.02021433936311849,0.13460518302278907,0.9180090563760147,0.36077348765025286,1,-10.247716461311247
CFAP57,0.032764650955253306,0.17008000939879128,0.9178886440841361,0.3608362274171597,1,-10.247827161695929
CWC15,0.07539759255855208,3.7578908297413225,0.9178812473265022,0.36084008165917214,1,-10.24783396139911
TOR1B,0.07492626894902618,5.574180538523156,0.9178494230394588,0.36085666469750466,1,-10.24786321626569
SMIM20,0.10069758080638219,2.085457990418068,0.9175518078358833,0.36101176987333006,1,-10.248136754399733
TIRAP-AS1,0.008300352853950256,0.013895170628477088,0.9174219135504895,0.36107947889448,1,-10.248256112883755
CRPPA-AS1,0.0049615828000742325,0.008234571558690687,0.9173802350369019,0.36110120605363516,1,-10.248294407306284
RAB37,-0.05146648164505306,7.113233473810343,-0.9173341486067954,0.361125232044215,1,-10.248336749751687
MEA1,0.051817347697738415,4.407088559826505,0.9172925630035889,0.36114691251607356,1,-10.248374955213915
PLGRKT,0.07245031398556863,2.6753988719048425,0.917096149870826,0.3612493228363892,1,-10.248555380562017
RPSAP43,0.00621452661015387,0.009289070173390337,0.9168729241104625,0.36136573576365116,1,-10.248760389879191
SP6,-0.022923062627971592,0.05344738295965846,-0.9168696350813912,0.3613674511809366,1,-10.248763410138498
BLK,0.10261772901794577,5.643482472417947,0.9168565280367174,0.3613742873078809,1,-10.248775446008244
IGLV4-3,-0.042810980873897723,0.058563356821604504,-0.916751949441831,0.3614288344005012,1,-10.248871471841207
RPL15P6,0.00513194755788913,0.007948881505656012,0.9166948059003698,0.36145864208231304,1,-10.248923937454189
MAPKAPK5-AS1,0.07589585378841235,3.9993006828085407,0.9166762886079816,0.3614683015594279,1,-10.2489409381796
AKIRIN2P1,0.01734075649775333,0.04727266854804068,0.9165469102179606,0.36153579590023666,1,-10.24905971104847
IGHV3-71,-0.014564160249678848,0.043937739719104967,-0.9165423794320451,0.3615381596737014,1,-10.249063870133877
MOV10L1,0.029282709394279266,0.15726781746358792,0.9164884290905717,0.36156630706600745,1,-10.24911339289658
RGCC,-0.09244360697260505,3.916257844634356,-0.916465079769889,0.36157848948762594,1,-10.249134825103823
ENO3,0.07870324431648917,3.0676723709757607,0.9164416129677443,0.36159073346783344,1,-10.249156364605417
HAUS1,0.10955008903025112,1.9518001934725848,0.9163463820412905,0.3616404236254066,1,-10.249243768760746
CLASP1,-0.07099069886057652,4.781738380557135,-0.9162658416732594,0.3616824518461099,1,-10.249317682760871
SDCBPP3,-0.06182132751465437,1.089462298854576,-0.9162172010528475,0.3617078353892612,1,-10.24936231843375
GIPC1,0.06804349000974598,4.214080631611045,0.9162004184787429,0.36171659378868537,1,-10.24937771863162
RPL36AP11,0.01749731570978744,0.04515857849150916,0.9161910419332183,0.3617214872285165,1,-10.249386322712713
CCDC88A,0.07812343981026548,5.444230548764726,0.9161423954230394,0.36174687558792373,1,-10.249430960205208
HADH,0.07549368603146889,3.7284634658021454,0.91595739482502,0.361843436782914,1,-10.249600693386673
PLS1,0.06898670563151357,0.6858728791645655,0.915916399452504,0.36186483656537793,1,-10.24963830099829
GPA33,-0.08550400382327038,3.098914036995245,-0.9158586581083352,0.3618949791909879,1,-10.249691267925378
CICP3,0.022143482144794103,0.05605084528561996,0.9157240610472768,0.361965248887412,1,-10.24981472290244
NRBF2P5,0.006780992191595272,0.008715787063968559,0.9157002571001461,0.36197767722453267,1,-10.249836554476687
ECT2,0.09592092664788865,1.6008802630808876,0.9154961630391323,0.362084248410693,1,-10.250023714579926
GATD3,0.05871921217047956,5.001962619514866,0.9154704877576226,0.3620976566081773,1,-10.250047256642643
EMC3,-0.02941017649478626,5.794134544420119,-0.9154513466246874,0.36210765273474743,1,-10.25006480702085
ANP32CP,0.048283212909289,0.8854428546905255,0.9153619290502546,0.3621543518449354,1,-10.25014678862144
TAFA2,0.09958892867804385,2.064200518746485,0.9153092149003172,0.3621818840644887,1,-10.25019511536667
MAML3,-0.08475077619911248,3.800747362401439,-0.915283071215771,0.3621955392155696,1,-10.25021908209371
MIR4497,0.004158624748588445,0.003292062771567461,0.9149563012742717,0.3623662425724864,1,-10.250518585427688
MTCYBP3,-0.017500110709485914,0.050096581961657116,-0.9148669496386399,0.36241292842346895,1,-10.250600462992814
RPL12P32,-0.011775299992448423,0.06399880217777004,-0.9147885461698713,0.3624538970523187,1,-10.250672301701744
NUDCP1,-0.019109141342917368,0.08456165344947718,-0.9147553811404415,0.3624712278573461,1,-10.250702687984523
RPS6KB2-AS1,0.012879384567764699,0.029607929192969396,0.914588660748735,0.36255835768145706,1,-10.250855423216446
PPP1R9A-AS1,-0.0070258177329580555,0.00405335638439888,-0.9144522248232213,0.3626296704273997,1,-10.250980393984504
SMS,-0.07184506264285978,4.365894965098518,-0.9144475983696663,0.36263208875248765,1,-10.250984631340508
GPM6B,0.04147858346147252,0.11777054126472039,0.9144008112852859,0.3626565457242513,1,-10.251027482316335
VPS8,-0.0646935674215191,5.665649210082681,-0.9143751192267853,0.36266997615731045,1,-10.251051012033331
MCUR1,0.07154099331939542,2.771046122416034,0.9143497710272392,0.3626832271490118,1,-10.25107422619444
ALOX15B,-0.10895472259061847,0.7666110755125,-0.9143120431652947,0.36270295028651256,1,-10.251108776614682
HSPE1P6,0.009533943569635417,0.02379561946274122,0.9143085075982892,0.36270479862320937,1,-10.251112014344251
FLJ42393,0.0634502992021094,0.5864465278920369,0.9141658762318298,0.3627793689629327,1,-10.251242620121698
ARVCF,-0.1043224698273898,2.246539517120318,-0.9141053092449184,0.3628110374597404,1,-10.251298074498765
TPSD1,-0.021713658163914126,0.028628936465057132,-0.9140069056723198,0.3628624932143314,1,-10.2513881638742
FRA10AC1,0.09825113022972476,3.3205681251863925,0.9139782864780606,0.3628774592142805,1,-10.251414363218618
OR52B4,0.01983423374512825,0.046750706801386044,0.9138435025499918,0.36294794782110273,1,-10.251537739858028
TCAIM,0.09080915167926096,2.7470119656847434,0.9137526344819243,0.36299547444478175,1,-10.251620907305348
RNU6-177P,-0.010357723535186431,0.016682690487386576,-0.91364458026977,0.36305199506283603,1,-10.251719793865732
PPP5D1P,0.06281938988404034,0.813643460846862,0.9135657287908924,0.3630932439451233,1,-10.25179194808139
RTCA,0.08174335052623731,3.8290119531287363,0.9134104889255584,0.36317446191159464,1,-10.251933984718784
RRN3P2,0.06950474085770385,4.345199999770559,0.9133990983812935,0.36318042163953645,1,-10.25194440555644
BAP1,-0.04839829722382095,6.343937655574398,-0.9133106269519635,0.36322671352189195,1,-10.252025340830286
FCF1P5,-0.014120121002211541,0.026705788425203072,-0.913273008998711,0.3632463979139525,1,-10.252059752081635
SIMALR,0.02144635186077352,0.03794762890142303,0.9132498840601766,0.36325849886479533,1,-10.252080905067594
CISD1,0.08727846324827059,2.0313621221228506,0.913144303427272,0.3633137509578733,1,-10.252177475738096
KTN1-AS1,0.06451577679605976,0.5241473884585315,0.9127995550588144,0.36349420064165006,1,-10.252492727730978
GAPDHP52,-0.018344816252553783,0.030693451255028845,-0.912257938789792,0.363777810660892,1,-10.252987767237487
SNRNP200,-0.06626182268115659,7.4583444630312465,-0.9121915896898446,0.3638125631207747,1,-10.253048390713356
SPMIP6,0.027864418468789925,0.0763144636394959,0.9120595397258591,0.36388173477534413,1,-10.253169032460136
MAGI2-AS3,0.06935818774557215,0.32884734543488653,0.9120456703041397,0.3638890004705977,1,-10.253181702661102
EFNA5,-0.05249078252781962,0.27194088335888655,-0.9117221167104036,0.36405852477911127,1,-10.253477226371327
ZNF66,-0.0843634385431732,0.6829444455680492,-0.9116269684015292,0.36410838679837276,1,-10.253564112223899
TAF1D,0.09296892153139753,4.977596170446576,0.9116027355025135,0.36412108662617826,1,-10.253586239369255
AKR7A2,-0.052312872025820994,4.508612595992013,-0.9115344219007644,0.364156889508669,1,-10.253648613644083
RNU6-304P,-0.013735189349436043,0.04022248421459347,-0.9112905200873206,0.36428473568284225,1,-10.253871272602781
SHLD2P1,0.07831346953032595,2.250498372905472,0.9112290397650091,0.36431696635593525,1,-10.253927388987957
APOL4,-0.09360030130623269,0.7251722915363934,-0.911171814898882,0.3643469677580503,1,-10.253979617842987
MT-TT,-0.0668054058608791,0.9895373294394942,-0.9109386130639814,0.3644692451831779,1,-10.254192426641911
TBC1D24,-0.03970664302974819,7.53106332825833,-0.9107162117108463,0.3645858837078686,1,-10.254395329509647
LSP1,-0.07086011210837356,9.869713398105763,-0.9105983012027404,0.36464773154500596,1,-10.25450288273429
KCNQ2,-0.009267786662396704,0.006871423604676962,-0.910452246584461,0.3647243510921355,1,-10.254636088886649
CPE,0.021217508227519753,0.056104237929357335,0.9104025585573754,0.3647504195177884,1,-10.254681401051235
MIR181A1HG,0.014343085583235703,0.022461390712296622,0.91037146965279,0.3647667306634538,1,-10.25470975081988
E2F6P2,0.011734464371105965,0.12502106752130143,0.9103550671113025,0.3647753366288411,1,-10.25472470780627
KMT5C,0.05733761342799872,3.7907760071883954,0.910299117416758,0.3648046928733477,1,-10.254775724662425
LIN52,0.08808372910892627,2.194221409645989,0.9101710190448887,0.36487191044620515,1,-10.254892517546551
FIGNL1,0.1121134954963864,1.8603218045612886,0.9101557335020622,0.364879931814729,1,-10.254906452963969
AP1M2,0.11876443490565453,1.2340134211055416,0.9101361060412715,0.36489023184813785,1,-10.254924346453281
BCCIP,0.0711451019953372,4.142633969995365,0.9100975001393832,0.3649104918623425,1,-10.254959540641453
RNU6ATAC36P,0.00552806480179719,0.009697949398613154,0.9100505156353699,0.36493514985009035,1,-10.255002371009098
MESD,0.05904054132342702,4.638653981590416,0.9099639317106686,0.36498059281848994,1,-10.255081293914387
SYPL2,0.014728923377263442,0.019694427584122744,0.9098708278777008,0.36502946171697725,1,-10.255166151596754
BOP1,0.05910977349785043,4.611220020883422,0.9097045473872039,0.3651167503352387,1,-10.255317683469652
APIP,0.1113199872318168,2.8012513489223605,0.9097018874998637,0.3651181467453801,1,-10.255320107210919
POTEM,0.004489996054838132,0.004816434646248068,0.9096992214593755,0.36511954638924915,1,-10.255322536552066
GTF3C2-AS2,0.07706602956716857,2.239049107793231,0.9096449713558157,0.365148027874881,1,-10.255371968641684
PRKCI,0.10232423950500451,2.9441273761951434,0.9095664866815798,0.36518923508287193,1,-10.255443477868155
FAM174A,-0.09755233885751624,3.499208640462891,-0.9095078026074264,0.3652200482063743,1,-10.255496942336894
OR1I1,-0.01468756107078004,0.0404745772126489,-0.9094843505342903,0.3652323625978664,1,-10.255518307535926
BCAS3,-0.057519128255128275,4.335453525115778,-0.9094659888350493,0.3652420042810677,1,-10.25553503494776
TMT1B,0.04146795157796832,0.12177627397161365,0.9093727232137039,0.36529098032001417,1,-10.255619994309733
OBSCN,0.08970386278768369,5.694671631378329,0.9093215456459262,0.3653178566696941,1,-10.255666610347701
RPL39L,0.09911596423110237,0.4845967079918875,0.9093068023392952,0.36532559947925003,1,-10.255680039083371
SHANK2,0.019418221350179597,0.03562185187645585,0.9091387484180785,0.3654138644705286,1,-10.255833093519884
PABPC1P1,0.02261081401899233,0.06788783594780148,0.9090793836647673,0.36544504715304016,1,-10.255887153078255
EMP1,0.1093580307647898,1.0319096657373878,0.9090430243117573,0.3654641465599062,1,-10.25592026142342
BLTP3B,-0.10144211148815956,4.162764626516688,-0.9090390301703015,0.36546624470324496,1,-10.255923898356277
ZDHHC11B,-0.07980399659968454,1.5639117513840612,-0.9090257594249536,0.3654732159497891,1,-10.255935982144358
PARK7P1,-0.055077479811675024,0.6616337536423479,-0.9089964339057494,0.3654886212178208,1,-10.255962684125347
MORF4L1P3,-0.018322459278387836,0.08501683304890674,-0.908907452127006,0.3655353676019091,1,-10.256043700171732
NEDD9,-0.07038308963069749,6.292184919772224,-0.9088523615614664,0.36556431120900446,1,-10.256093855066649
LINC01871,0.08673543864752428,1.8005989568108924,0.908793398692708,0.3655952908639113,1,-10.25614753202347
TELO2,0.062208667035921275,5.33094610126506,0.9087368103374321,0.36562502449052703,1,-10.256199044115077
SLC22A1,-0.08959136226851476,8.548027468450966,-0.9086811455783065,0.36565427431972153,1,-10.256249712382385
SIVA1,0.06579677827317708,5.037568829245753,0.9085364839187909,0.36573029575011007,1,-10.256381374869715
RPL36AP13,0.0064478768892021095,0.010034139744273717,0.9084897135140781,0.36575487629771186,1,-10.256423938113691
IGSF9,-0.011762100813110734,0.010979083431448426,-0.9084495354443449,0.36577599302814645,1,-10.256460500304511
LINC02539,-0.008462908751289069,0.009210299850785548,-0.9081420725716136,0.3659376144702591,1,-10.256740239969417
RANBP1P1,-0.045237237282366914,1.3244304668231,-0.9081357215700717,0.3659409534248276,1,-10.256746017333779
PAK6,-0.09346456403351985,0.9598708966570683,-0.9076106604205372,0.3662170640589515,1,-10.257223516228775
SIGLEC8,0.14484491943915506,2.751418101569317,0.9073600415631183,0.3663489019181606,1,-10.257451337162957
TCERG1P2,0.006431818707904143,0.013622146547503995,0.9073179932768313,0.3663710243295263,1,-10.257489554398157
PARLP2,0.026329914844862808,0.1843506953283907,0.9072475038210083,0.36640811208332735,1,-10.257553617596802
IQCN,-0.09279903413355226,4.168067270240629,-0.9071353249155619,0.36646713947866205,1,-10.257655559476097
LOC124900366,-0.016950788351608726,0.01542116553567923,-0.9070986514349679,0.36648643799507596,1,-10.257688883581908
PPP1R14C,0.027810218136053326,0.12951077605775996,0.9070210185569849,0.366527292507719,1,-10.257759421905567
MEGF8,0.05870377241434708,3.745488826158672,0.906950111653297,0.3665646099762522,1,-10.257823843723381
LINC02795,0.04888689499237477,0.22949873979432237,0.9067540252702639,0.36666782044734847,1,-10.258001970406937
APOBEC3B-AS1,-0.0037622332969670614,0.0021705192097886913,-0.9064692371444332,0.36681775200289124,1,-10.258260607076217
