mirna,contrast,test,n_group_a,n_group_b,log2fc,pvalue,padj,direction
hsa-let-7a-3p,case_before_vs_control,welch_t,10,10,0.8240994832531756,0.010160346172417041,0.09113335837946333,up_in_case_before
hsa-let-7a-5p,case_before_vs_control,welch_t,10,10,0.7438489175549989,0.02710100626558744,0.1325915011718366,up_in_case_before
hsa-let-7c-5p,case_before_vs_control,welch_t,10,10,-0.6140423150691845,0.1726461089062078,0.30378585239691136,down_in_case_before
hsa-let-7d-5p,case_before_vs_control,welch_t,10,10,1.0831130409201162,0.003074101522543453,0.06451655111368132,up_in_case_before
hsa-let-7f-5p,case_before_vs_control,welch_t,10,10,1.3571342519861158,0.000874245691120778,0.041638924621490776,up_in_case_before
hsa-let-7i-5p,case_before_vs_control,welch_t,10,10,0.9898414985966717,0.0004407676660275059,0.03935373762503357,up_in_case_before
hsa-miR-1-3p,case_before_vs_control,welch_t,10,10,-1.6407324455179575,0.10697817379965109,0.24159105595460045,down_in_case_before
hsa-miR-100-5p,case_before_vs_control,welch_t,10,10,-1.130268356441876,0.004525327489678051,0.07104845184135838,down_in_case_before
hsa-miR-101-3p,case_before_vs_control,welch_t,10,10,0.22942531839570535,0.4308638697899456,0.5265698561521838,up_in_case_before
hsa-miR-10398-5p,case_before_vs_control,welch_t,10,10,-0.7334850036038107,0.15870990956169226,0.2936306933887967,down_in_case_before
hsa-miR-103a-3p,case_before_vs_control,welch_t,10,10,1.2907413018118827,0.0005187864643699747,0.03935373762503357,up_in_case_before
hsa-miR-10400-5p,case_before_vs_control,welch_t,10,10,-1.70540111559841,0.026682604963879537,0.1325915011718366,down_in_case_before
hsa-miR-10401-5p,case_before_vs_control,welch_t,10,10,-0.7569443903178495,0.07925695600798538,0.2129044026994226,down_in_case_before
hsa-miR-10526-3p,case_before_vs_control,welch_t,10,10,-0.9867571958548058,0.043943011533099374,0.16080985508891887,down_in_case_before
hsa-miR-11400,case_before_vs_control,welch_t,10,10,1.6600242651368857,0.0010792231841074197,0.041638924621490776,up_in_case_before
hsa-miR-1185-1-3p,case_before_vs_control,welch_t,10,10,0.7750438150596195,0.2994931080374933,0.42948766072192546,up_in_case_before
hsa-miR-1193,case_before_vs_control,welch_t,10,10,-0.749497243756459,0.1599566144784891,0.294034269757839,down_in_case_before
hsa-miR-12136,case_before_vs_control,welch_t,10,10,0.0989554455384134,0.8855202672534022,0.9138630439734505,up_in_case_before
hsa-miR-122-3p,case_before_vs_control,welch_t,10,10,-0.5359081440711175,0.35832059934053306,0.4562182230664418,down_in_case_before
hsa-miR-122-5p,case_before_vs_control,welch_t,10,10,-0.6647979829308319,0.31525186811090833,0.4422607816629083,down_in_case_before
hsa-miR-1226-5p,case_before_vs_control,welch_t,10,10,-1.5977557213911093,0.05033488709039601,0.1675735465371337,down_in_case_before
hsa-miR-124-3p,case_before_vs_control,welch_t,10,10,-1.3247325409424637,0.05744958336843494,0.1794171543417353,down_in_case_before
hsa-miR-1246,case_before_vs_control,welch_t,10,10,-0.7371252247718427,0.03591785267275239,0.14381089282197082,down_in_case_before
hsa-miR-1247-5p,case_before_vs_control,welch_t,10,10,-1.1872581933971158,0.060741186663277096,0.18485774410533054,down_in_case_before
hsa-miR-1250-5p,case_before_vs_control,welch_t,10,10,0.6020797365933592,0.33306089615286194,0.4422607816629083,up_in_case_before
hsa-miR-1255a,case_before_vs_control,welch_t,10,10,2.4531407537119105,0.0095269096225257,0.08879377484119656,up_in_case_before
hsa-miR-125a-5p,case_before_vs_control,welch_t,10,10,-0.6908825232669127,0.09887648313086751,0.23304770523809795,down_in_case_before
hsa-miR-125b-5p,case_before_vs_control,welch_t,10,10,-1.036599516555989,0.002810213772271491,0.06447278904461325,down_in_case_before
hsa-miR-126-5p,case_before_vs_control,welch_t,10,10,0.8887774485723448,0.016710373709462045,0.10834497736624032,up_in_case_before
hsa-miR-1268a,case_before_vs_control,welch_t,10,10,-1.4345839239573366,0.10404418745336454,0.23824321618399977,down_in_case_before
hsa-miR-1268b,case_before_vs_control,welch_t,10,10,-1.7404555194601017,0.05498244898582852,0.17644314215813858,down_in_case_before
hsa-miR-1269a,case_before_vs_control,welch_t,10,10,-0.6367813436703932,0.216882452392061,0.3515696587476611,down_in_case_before
hsa-miR-1271-5p,case_before_vs_control,welch_t,10,10,0.44467141297422463,0.6037857719439094,0.6818220596716019,up_in_case_before
hsa-miR-1273h-3p,case_before_vs_control,welch_t,10,10,0.6053802780665807,0.1225414307097167,0.259205544036688,up_in_case_before
hsa-miR-1275,case_before_vs_control,welch_t,10,10,-0.7077897705139113,0.5349949029268559,0.6232899601481827,down_in_case_before
hsa-miR-1277-3p,case_before_vs_control,welch_t,10,10,1.0342359139370152,0.07126296104614005,0.2000393235954002,up_in_case_before
hsa-miR-1277-5p,case_before_vs_control,welch_t,10,10,1.6812638614424578,0.021409449847480572,0.12338876168137354,up_in_case_before
hsa-miR-128-3p,case_before_vs_control,welch_t,10,10,0.5258203630432625,0.022305343914631966,0.12380939418250501,up_in_case_before
hsa-miR-129-5p,case_before_vs_control,welch_t,10,10,-1.8690972400041677,0.01602333012803483,0.10679236224997515,down_in_case_before
hsa-miR-1290,case_before_vs_control,welch_t,10,10,-0.6343555617880483,0.14766170958429597,0.28367217316274573,down_in_case_before
hsa-miR-1295a,case_before_vs_control,welch_t,10,10,-0.7370817096661505,0.08994240784841094,0.2263740349433634,down_in_case_before
hsa-miR-1301-3p,case_before_vs_control,welch_t,10,10,0.800370134769997,0.04182809606595155,0.15601242527960646,up_in_case_before
hsa-miR-1303,case_before_vs_control,welch_t,10,10,-2.0072411478576373,0.00799736209391788,0.08824065653142044,down_in_case_before
hsa-miR-1306-5p,case_before_vs_control,welch_t,10,10,-2.3071119316571504,0.009278157310745883,0.08842283065388333,down_in_case_before
hsa-miR-130b-5p,case_before_vs_control,welch_t,10,10,0.7822173141954503,0.025365039438657307,0.13238414860001713,up_in_case_before
hsa-miR-1323,case_before_vs_control,welch_t,10,10,1.6594177887615431,0.04817669225289586,0.16472683454998815,up_in_case_before
hsa-miR-133a-3p,case_before_vs_control,welch_t,10,10,-0.9331131805247939,0.4024950823370471,0.4986257873604332,down_in_case_before
hsa-miR-133b,case_before_vs_control,welch_t,10,10,-0.30592656202387036,0.6748468144200586,0.7428265791379077,down_in_case_before
hsa-miR-134-5p,case_before_vs_control,welch_t,10,10,1.3272336165171783,0.021199217125459784,0.12277022344987147,up_in_case_before
hsa-miR-135a-3p,case_before_vs_control,welch_t,10,10,0.7387810047924548,0.21746615466490468,0.3515696587476611,up_in_case_before
hsa-miR-135b-5p,case_before_vs_control,welch_t,10,10,-1.6574354255131998,0.010617305682466929,0.09245580787724851,down_in_case_before
hsa-miR-137-3p,case_before_vs_control,welch_t,10,10,-0.7440530732844973,0.04753939246089867,0.1644951050671895,down_in_case_before
hsa-miR-141-3p,case_before_vs_control,welch_t,10,10,-2.0701316084215553,0.008406041295617075,0.08842283065388333,down_in_case_before
hsa-miR-142-3p,case_before_vs_control,welch_t,10,10,0.7631148859648889,0.03179516841405656,0.137933221519889,up_in_case_before
hsa-miR-143-3p,case_before_vs_control,welch_t,10,10,-0.33626736725427975,0.4712763273510503,0.5679117762927304,down_in_case_before
hsa-miR-144-3p,case_before_vs_control,welch_t,10,10,0.3972571121810988,0.5958548181233838,0.677004569543997,up_in_case_before
hsa-miR-145-5p,case_before_vs_control,welch_t,10,10,-1.821808006271683,0.047666717733211704,0.1644951050671895,down_in_case_before
hsa-miR-146a-5p,case_before_vs_control,welch_t,10,10,1.6397660917813397,3.965740763457733e-05,0.015770429102683586,up_in_case_before
hsa-miR-148a-3p,case_before_vs_control,welch_t,10,10,0.5551744403696883,0.02622389756057802,0.1325915011718366,up_in_case_before
hsa-miR-148b-3p,case_before_vs_control,welch_t,10,10,1.2206053197442586,0.000746110901922464,0.041638924621490776,up_in_case_before
hsa-miR-150-3p,case_before_vs_control,welch_t,10,10,-1.0107107743135852,0.02473453103955663,0.1311479801341825,down_in_case_before
hsa-miR-150-5p,case_before_vs_control,welch_t,10,10,-1.4063389038495355,0.006699754354684008,0.08664157224316543,down_in_case_before
hsa-miR-151a-3p,case_before_vs_control,welch_t,10,10,1.1760841526784738,0.0007870795312919658,0.041638924621490776,up_in_case_before
hsa-miR-151a-5p,case_before_vs_control,welch_t,10,10,1.046973288900185,0.028496068719592267,0.13437079044455957,up_in_case_before
hsa-miR-151b,case_before_vs_control,welch_t,10,10,1.4922617293084395,0.00898284332329223,0.08842283065388333,up_in_case_before
hsa-miR-152-3p,case_before_vs_control,welch_t,10,10,0.718245035170483,0.07328896977285836,0.20300525606488973,up_in_case_before
hsa-miR-16-2-3p,case_before_vs_control,welch_t,10,10,0.5990402003300606,0.04459258984934373,0.1614043513048905,up_in_case_before
hsa-miR-17-5p,case_before_vs_control,welch_t,10,10,0.9926604811655988,0.001120010202132966,0.041638924621490776,up_in_case_before
hsa-miR-181b-5p,case_before_vs_control,welch_t,10,10,-0.488938329736059,0.12325314059380495,0.25922074189135447,down_in_case_before
hsa-miR-184,case_before_vs_control,welch_t,10,10,-1.225732040099996,0.023793639846186265,0.12799846779016794,down_in_case_before
hsa-miR-1843,case_before_vs_control,welch_t,10,10,0.7239600045482408,0.058399472344800564,0.18075876286475218,up_in_case_before
hsa-miR-185-3p,case_before_vs_control,welch_t,10,10,1.08621883778227,0.025851913439400697,0.1325915011718366,up_in_case_before
hsa-miR-185-5p,case_before_vs_control,welch_t,10,10,1.296028969732962,0.0020218485801369755,0.05348880648796034,up_in_case_before
hsa-miR-1908-3p,case_before_vs_control,welch_t,10,10,0.6965072820790444,0.08899756852663451,0.22494512553448087,up_in_case_before
hsa-miR-191-5p,case_before_vs_control,welch_t,10,10,0.8213927910253762,0.002115120594532097,0.05348880648796034,up_in_case_before
hsa-miR-192-5p,case_before_vs_control,welch_t,10,10,-0.9955960061448899,0.01239658053177384,0.09768350165545142,down_in_case_before
hsa-miR-193a-3p,case_before_vs_control,welch_t,10,10,-1.1120970298362025,0.07301813509168414,0.20300525606488973,down_in_case_before
hsa-miR-193b-5p,case_before_vs_control,welch_t,10,10,-1.8554513706018185,0.02625563133154855,0.1325915011718366,down_in_case_before
hsa-miR-194-3p,case_before_vs_control,welch_t,10,10,-2.022434656524317,0.013487148270232778,0.09811077979504698,down_in_case_before
hsa-miR-194-5p,case_before_vs_control,welch_t,10,10,-0.9275353621364522,0.06274645837753243,0.18714131211099047,down_in_case_before
hsa-miR-196a-5p,case_before_vs_control,welch_t,10,10,-0.36675707632329635,0.7363740415890001,0.7885729379194114,down_in_case_before
hsa-miR-199a-3p,case_before_vs_control,welch_t,10,10,1.1200310353434828,0.008628694098868179,0.08842283065388333,up_in_case_before
hsa-miR-199a-5p,case_before_vs_control,welch_t,10,10,1.4227330638322675,0.0021976953623008065,0.05350715443316045,up_in_case_before
hsa-miR-199b-3p,case_before_vs_control,welch_t,10,10,1.0961491619454424,0.009412992031050447,0.08842283065388333,up_in_case_before
hsa-miR-200a-3p,case_before_vs_control,welch_t,10,10,-2.2069745862382693,0.001965809369932868,0.05348880648796034,down_in_case_before
hsa-miR-200a-5p,case_before_vs_control,welch_t,10,10,-2.1283118317699143,0.03864095097460622,0.14958879962734817,down_in_case_before
hsa-miR-200b-3p,case_before_vs_control,welch_t,10,10,-1.6398331839476876,0.004502765836137513,0.07104845184135838,down_in_case_before
hsa-miR-200c-3p,case_before_vs_control,welch_t,10,10,-0.6876396152409558,0.13216842775966356,0.2686148795865053,down_in_case_before
hsa-miR-203a-3p,case_before_vs_control,welch_t,10,10,-2.3506088396732725,0.0005569000661731019,0.03935373762503357,down_in_case_before
hsa-miR-206,case_before_vs_control,welch_t,10,10,-2.0059126805231307,0.024312353063239193,0.12948498751984086,down_in_case_before
hsa-miR-20b-3p,case_before_vs_control,welch_t,10,10,-0.040935433833618945,0.34343639613791366,0.4422607816629083,down_in_case_before
hsa-miR-21-5p,case_before_vs_control,welch_t,10,10,1.2011665447063962,0.0013157388563014127,0.04316864361457765,up_in_case_before
hsa-miR-210-5p,case_before_vs_control,welch_t,10,10,-0.4116407502062424,0.2549988583330532,0.3860579162326554,down_in_case_before
hsa-miR-214-3p,case_before_vs_control,welch_t,10,10,-2.249501861563406,0.010213180913540076,0.09113335837946333,down_in_case_before
hsa-miR-215-5p,case_before_vs_control,welch_t,10,10,-1.7197048913875737,0.02050310984016012,0.1204936455138474,down_in_case_before
hsa-miR-218-5p,case_before_vs_control,welch_t,10,10,-0.47577912389013566,0.6405575514665801,0.7148598305889898,down_in_case_before
hsa-miR-219a-2-3p,case_before_vs_control,welch_t,10,10,-1.4502176638734086,0.1814881812405147,0.3115707636546609,down_in_case_before
hsa-miR-221-3p,case_before_vs_control,welch_t,10,10,1.4337992607781853,0.00036431027389867746,0.03792189918046165,up_in_case_before
hsa-miR-221-5p,case_before_vs_control,welch_t,10,10,1.344659860556784,0.0255775359267093,0.1324568835351126,up_in_case_before
hsa-miR-222-3p,case_before_vs_control,welch_t,10,10,0.8074608815054578,0.0353322588276606,0.14337205707958875,up_in_case_before
hsa-miR-222-5p,case_before_vs_control,welch_t,10,10,-1.1569377760152983,0.0998324136849065,0.23352954809037935,down_in_case_before
hsa-miR-223-5p,case_before_vs_control,welch_t,10,10,1.2227311529051974,1.5085665981378976e-05,0.011745496739927072,up_in_case_before
hsa-miR-224-3p,case_before_vs_control,welch_t,10,10,0.38619863439408686,0.5444386856383402,0.6318242723409921,up_in_case_before
hsa-miR-224-5p,case_before_vs_control,welch_t,10,10,1.5621302780949993,0.013182769292982129,0.09768350165545142,up_in_case_before
hsa-miR-2355-3p,case_before_vs_control,welch_t,10,10,3.1404811629449854,0.0002554773922293024,0.03648042430855758,up_in_case_before
hsa-miR-23b-3p,case_before_vs_control,welch_t,10,10,0.6040718064808317,0.23685374783803656,0.36899141572774846,up_in_case_before
hsa-miR-24-1-5p,case_before_vs_control,welch_t,10,10,-0.4160516110745185,0.47828473027084684,0.5727991389660568,down_in_case_before
hsa-miR-24-3p,case_before_vs_control,welch_t,10,10,0.8777734487581057,0.003345719885715685,0.06543350530588217,up_in_case_before
hsa-miR-25-5p,case_before_vs_control,welch_t,10,10,-0.8900199881801223,0.030976904211453955,0.13703772887556495,down_in_case_before
hsa-miR-26a-5p,case_before_vs_control,welch_t,10,10,1.34007800774301,0.00021092623641117339,0.035947857148361406,up_in_case_before
hsa-miR-26b-5p,case_before_vs_control,welch_t,10,10,1.0663593935792814,5.5495476983249417e-05,0.016551526010254138,up_in_case_before
hsa-miR-27b-3p,case_before_vs_control,welch_t,10,10,0.16409202962160307,0.4568008866319263,0.5532623936567392,up_in_case_before
hsa-miR-28-3p,case_before_vs_control,welch_t,10,10,0.7142912999245059,0.025411542354906894,0.13238414860001713,up_in_case_before
hsa-miR-28-5p,case_before_vs_control,welch_t,10,10,1.2470562731218742,0.007295415982200057,0.0876388587315777,up_in_case_before
hsa-miR-29b-3p,case_before_vs_control,welch_t,10,10,0.6916674103756648,0.24626336206099353,0.37665665504969903,up_in_case_before
hsa-miR-30e-3p,case_before_vs_control,welch_t,10,10,0.8978598300759089,0.012262403220200911,0.09768350165545142,up_in_case_before
hsa-miR-31-5p,case_before_vs_control,welch_t,10,10,-1.9802340729676462,0.050972315837013116,0.16891659109321291,down_in_case_before
hsa-miR-3115,case_before_vs_control,welch_t,10,10,0.8795020244395507,0.06756399549056262,0.1956404044180612,up_in_case_before
hsa-miR-3120-3p,case_before_vs_control,welch_t,10,10,2.946422773359286,0.00038144408228461005,0.03792189918046165,up_in_case_before
hsa-miR-3120-5p,case_before_vs_control,welch_t,10,10,2.6199131668644595,0.0031420395820506786,0.06451655111368132,up_in_case_before
hsa-miR-3127-5p,case_before_vs_control,welch_t,10,10,-0.8463890724015797,0.2070133549585107,0.3395618093036199,down_in_case_before
hsa-miR-3131,case_before_vs_control,welch_t,10,10,-0.778161864803711,0.12887049936812772,0.26461704947706777,down_in_case_before
hsa-miR-3140-3p,case_before_vs_control,welch_t,10,10,0.853130348740895,0.05766257534561811,0.17961214722538488,up_in_case_before
hsa-miR-3161,case_before_vs_control,welch_t,10,10,1.2397755845710317,0.07345395042954597,0.20300525606488973,up_in_case_before
hsa-miR-3168,case_before_vs_control,welch_t,10,10,-1.4568529109255746,0.037017552913959965,0.14582690117414326,down_in_case_before
hsa-miR-3178,case_before_vs_control,welch_t,10,10,-1.3564685731167991,0.010084131616913284,0.09113335837946333,down_in_case_before
hsa-miR-32-5p,case_before_vs_control,welch_t,10,10,0.7607442537877107,0.01663039107121427,0.10834497736624032,up_in_case_before
hsa-miR-323b-3p,case_before_vs_control,welch_t,10,10,3.0942793123750247,0.0020440478825097205,0.05348880648796034,up_in_case_before
hsa-miR-329-3p,case_before_vs_control,welch_t,10,10,2.3601721970124814,0.004526137753514868,0.07104845184135838,up_in_case_before
hsa-miR-330-3p,case_before_vs_control,welch_t,10,10,1.3340968217489548,0.0006268256071951661,0.03935373762503357,up_in_case_before
hsa-miR-331-3p,case_before_vs_control,welch_t,10,10,0.10408120648037578,0.7725704028828958,0.8200249835270547,up_in_case_before
hsa-miR-335-3p,case_before_vs_control,welch_t,10,10,1.8517172237864825,0.001051080199592222,0.041638924621490776,up_in_case_before
hsa-miR-335-5p,case_before_vs_control,welch_t,10,10,2.2231978847757934,0.02744746015055842,0.13293006159281404,up_in_case_before
hsa-miR-339-5p,case_before_vs_control,welch_t,10,10,1.6344673039817907,0.05429751948013874,0.17602429548860193,up_in_case_before
hsa-miR-340-3p,case_before_vs_control,welch_t,10,10,1.4375670115216677,0.0018293971400957201,0.05323099483254132,up_in_case_before
hsa-miR-340-5p,case_before_vs_control,welch_t,10,10,1.4450924911990741,0.00038141821010022017,0.03792189918046165,up_in_case_before
hsa-miR-342-5p,case_before_vs_control,welch_t,10,10,-0.8396955674957525,0.023408356037972807,0.12693713069682527,down_in_case_before
hsa-miR-34c-5p,case_before_vs_control,welch_t,10,10,-0.37221253883916905,0.709234970052798,0.7717685205262268,down_in_case_before
hsa-miR-361-3p,case_before_vs_control,welch_t,10,10,0.4016664763114832,0.14927708162676562,0.28577228088071327,up_in_case_before
hsa-miR-3613-5p,case_before_vs_control,welch_t,10,10,1.0880230328337444,0.02845059569825723,0.13437079044455957,up_in_case_before
hsa-miR-3620-5p,case_before_vs_control,welch_t,10,10,-1.5014526353656978,0.048742709408713246,0.16519901228578096,down_in_case_before
hsa-miR-365a-3p,case_before_vs_control,welch_t,10,10,-1.0774665294649437,0.11821220033342439,0.253168075502011,down_in_case_before
hsa-miR-365b-3p,case_before_vs_control,welch_t,10,10,-1.033220829814807,0.1348190162768584,0.2726086210479527,down_in_case_before
hsa-miR-3675-5p,case_before_vs_control,welch_t,10,10,0.95454977514046,0.02899917203602491,0.1351406728085067,up_in_case_before
hsa-miR-3682-3p,case_before_vs_control,welch_t,10,10,1.1566711702754136,0.036539641403193636,0.14482322988043192,up_in_case_before
hsa-miR-369-5p,case_before_vs_control,welch_t,10,10,3.1262848356520454,0.0021521062124242214,0.05348880648796034,up_in_case_before
hsa-miR-370-3p,case_before_vs_control,welch_t,10,10,1.279847064287429,0.04482723846360637,0.1614043513048905,up_in_case_before
hsa-miR-375-3p,case_before_vs_control,welch_t,10,10,-1.6046261624395122,0.022199215543938153,0.12380939418250501,down_in_case_before
hsa-miR-377-3p,case_before_vs_control,welch_t,10,10,0.5492789452255873,0.2810656021560242,0.4107959649143872,up_in_case_before
hsa-miR-378d,case_before_vs_control,welch_t,10,10,-1.520840038176424,0.014504001265394932,0.10171793356058537,down_in_case_before
hsa-miR-378e,case_before_vs_control,welch_t,10,10,-1.659194156163373,0.0020915484129229236,0.05348880648796034,down_in_case_before
hsa-miR-383-5p,case_before_vs_control,welch_t,10,10,-1.0795849381168452,0.17392006964398024,0.30378717874856287,down_in_case_before
hsa-miR-3912-3p,case_before_vs_control,welch_t,10,10,0.17077945614767204,0.27092658493944766,0.4015098333326224,up_in_case_before
hsa-miR-3934-5p,case_before_vs_control,welch_t,10,10,-1.12987252302405,0.11114969217094553,0.24700191142893482,down_in_case_before
hsa-miR-3960,case_before_vs_control,welch_t,10,10,-1.072661896070048,0.1911464966098073,0.32299967486614745,down_in_case_before
hsa-miR-409-3p,case_before_vs_control,welch_t,10,10,1.034214325110419,0.05730909752149356,0.1794171543417353,up_in_case_before
hsa-miR-410-3p,case_before_vs_control,welch_t,10,10,1.3625969060440142,0.14356316834426286,0.281232938973244,up_in_case_before
hsa-miR-423-3p,case_before_vs_control,welch_t,10,10,0.3732826241546725,0.058485232578201464,0.18075876286475218,up_in_case_before
hsa-miR-425-5p,case_before_vs_control,welch_t,10,10,0.7545327252816794,0.003190676039989269,0.06451655111368132,up_in_case_before
hsa-miR-4259,case_before_vs_control,welch_t,10,10,-0.7129014586030419,0.20435346196788973,0.3376643769081613,down_in_case_before
hsa-miR-429,case_before_vs_control,welch_t,10,10,-2.2596052082959126,0.018402388942689175,0.11332745301835807,down_in_case_before
hsa-miR-4306,case_before_vs_control,welch_t,10,10,0.624315599710656,0.30391735695188393,0.43421964891448805,up_in_case_before
hsa-miR-4311,case_before_vs_control,welch_t,10,10,-1.2837817377592606,0.09628118411826764,0.23111358682714947,down_in_case_before
hsa-miR-4433b-3p,case_before_vs_control,welch_t,10,10,1.2915839307345287,0.06540900299477963,0.19222471285688514,up_in_case_before
hsa-miR-4433b-5p,case_before_vs_control,welch_t,10,10,0.6449038848089241,0.2101352840201478,0.34341286826854295,up_in_case_before
hsa-miR-4443,case_before_vs_control,welch_t,10,10,-1.04689844523433,0.09964890174211675,0.23352954809037935,down_in_case_before
hsa-miR-4446-3p,case_before_vs_control,welch_t,10,10,1.0548700039246839,0.055833153497937486,0.1767882978731703,up_in_case_before
hsa-miR-4455,case_before_vs_control,welch_t,10,10,-1.144108244344817,0.16604204548462032,0.3019310898007689,down_in_case_before
hsa-miR-4467,case_before_vs_control,welch_t,10,10,-1.269911116888095,0.1609749140896484,0.29461099126383095,down_in_case_before
hsa-miR-4488,case_before_vs_control,welch_t,10,10,-2.161593888887526,0.00913751190680648,0.08842283065388333,down_in_case_before
hsa-miR-4492,case_before_vs_control,welch_t,10,10,-0.9401197966801615,0.24884835005870556,0.3796369330179485,down_in_case_before
hsa-miR-4497,case_before_vs_control,welch_t,10,10,-1.0272344113237322,0.1663743693583426,0.3019310898007689,down_in_case_before
hsa-miR-4505,case_before_vs_control,welch_t,10,10,-0.9728715414769843,0.048455427278524844,0.16472683454998815,down_in_case_before
hsa-miR-4508,case_before_vs_control,welch_t,10,10,-1.8860747705634413,0.00016722682919256167,0.033250267871121016,down_in_case_before
hsa-miR-4516,case_before_vs_control,welch_t,10,10,-2.306201482943799,0.004421622700570487,0.07104845184135838,down_in_case_before
hsa-miR-4535,case_before_vs_control,welch_t,10,10,-0.7856835009087506,0.10068735666425628,0.23460940722745652,down_in_case_before
hsa-miR-4539,case_before_vs_control,welch_t,10,10,-0.6689018455743972,0.1687199731703804,0.3019310898007689,down_in_case_before
hsa-miR-455-5p,case_before_vs_control,welch_t,10,10,-2.1323730061560457,0.014928600525068152,0.1029469388809613,down_in_case_before
hsa-miR-4632-5p,case_before_vs_control,welch_t,10,10,-0.7862462302384823,0.14706643333612776,0.2830672675930843,down_in_case_before
hsa-miR-4645-3p,case_before_vs_control,welch_t,10,10,0.19448954842061683,0.7647037045241103,0.8138193751090667,up_in_case_before
hsa-miR-4654,case_before_vs_control,welch_t,10,10,1.857622829334878,0.010758083050470027,0.09300284840007786,up_in_case_before
hsa-miR-4659b-3p,case_before_vs_control,welch_t,10,10,2.571128049278742,0.0037645825569270646,0.0680476816729392,up_in_case_before
hsa-miR-4659b-5p,case_before_vs_control,welch_t,10,10,0.08805681307355134,0.8600602616814789,0.8941283090727365,up_in_case_before
hsa-miR-4662a-5p,case_before_vs_control,welch_t,10,10,1.8093583898467205,0.02329105053339115,0.126877731901076,up_in_case_before
hsa-miR-4664-3p,case_before_vs_control,welch_t,10,10,0.16477733662934657,0.8106473466896184,0.8550860164462554,up_in_case_before
hsa-miR-4688,case_before_vs_control,welch_t,10,10,-0.8255528714753783,0.14599719880142184,0.2830672675930843,down_in_case_before
hsa-miR-4726-5p,case_before_vs_control,welch_t,10,10,-0.7815866935768105,0.10146324517011544,0.235497376435696,down_in_case_before
hsa-miR-4732-3p,case_before_vs_control,welch_t,10,10,-1.4480692471105048,0.015550682968809813,0.10540889080562561,down_in_case_before
hsa-miR-4732-5p,case_before_vs_control,welch_t,10,10,-1.4843162241698833,0.012784447152836713,0.09768350165545142,down_in_case_before
hsa-miR-4738-3p,case_before_vs_control,welch_t,10,10,1.7095858540128983,0.009211748915198891,0.08842283065388333,up_in_case_before
hsa-miR-4743-5p,case_before_vs_control,welch_t,10,10,0.36721724474294815,0.3156240774293164,0.4422607816629083,up_in_case_before
hsa-miR-4753-3p,case_before_vs_control,welch_t,10,10,0.28488616200269534,0.26482211484911083,0.39640248809910816,up_in_case_before
hsa-miR-4787-3p,case_before_vs_control,welch_t,10,10,0.13591491396985378,0.4759291838734606,0.5712107810473224,up_in_case_before
hsa-miR-483-3p,case_before_vs_control,welch_t,10,10,-0.13398169331205434,0.8704525204816029,0.9028444622288782,down_in_case_before
hsa-miR-483-5p,case_before_vs_control,welch_t,10,10,-0.8423067485712723,0.09209581833874973,0.22764249215083512,down_in_case_before
hsa-miR-486-5p,case_before_vs_control,welch_t,10,10,-0.8755758070750339,0.01765465911269879,0.11203318520913527,down_in_case_before
hsa-miR-487b-3p,case_before_vs_control,welch_t,10,10,1.934470296237035,0.0466393200223724,0.16413188432651998,up_in_case_before
hsa-miR-491-5p,case_before_vs_control,welch_t,10,10,1.2827946019631642,0.04770771697673727,0.1644951050671895,up_in_case_before
hsa-miR-493-3p,case_before_vs_control,welch_t,10,10,1.7574071752924683,0.0037269603984205883,0.0680476816729392,up_in_case_before
hsa-miR-493-5p,case_before_vs_control,welch_t,10,10,2.0339830000296635,0.025647560852146697,0.1324568835351126,up_in_case_before
hsa-miR-494-3p,case_before_vs_control,welch_t,10,10,3.3333500279365307,0.0008391952029137611,0.041638924621490776,up_in_case_before
hsa-miR-499a-5p,case_before_vs_control,welch_t,10,10,-1.7120700011587782,0.005146485585250067,0.07724933939986907,down_in_case_before
hsa-miR-5001-5p,case_before_vs_control,welch_t,10,10,-0.8756231942550808,0.15619330249548788,0.2926959501073043,down_in_case_before
hsa-miR-504-3p,case_before_vs_control,welch_t,10,10,-1.1145373410302908,0.10029757162319189,0.2341585184862386,down_in_case_before
hsa-miR-505-3p,case_before_vs_control,welch_t,10,10,0.9824886269592321,0.031029451272807197,0.13703772887556495,up_in_case_before
hsa-miR-505-5p,case_before_vs_control,welch_t,10,10,0.17950935254864486,0.6520025600668842,0.725596132611747,up_in_case_before
hsa-miR-509-3-5p,case_before_vs_control,welch_t,10,10,-2.8954303547371065,0.0009770157662369,0.041638924621490776,down_in_case_before
hsa-miR-514a-3p,case_before_vs_control,welch_t,10,10,-2.729887752950203,0.003146343605392682,0.06451655111368132,down_in_case_before
hsa-miR-518b,case_before_vs_control,welch_t,10,10,-0.7613838155633441,0.07633601980430867,0.20804883252714163,down_in_case_before
hsa-miR-519d-3p,case_before_vs_control,welch_t,10,10,-0.9119876239058641,0.15556736351899325,0.29227065303647076,down_in_case_before
hsa-miR-520g-3p,case_before_vs_control,welch_t,10,10,0.5661659687158288,0.316627846867762,0.4422607816629083,up_in_case_before
hsa-miR-526b-5p,case_before_vs_control,welch_t,10,10,0.039080539682733284,0.9432040736060887,0.9539209703566677,up_in_case_before
hsa-miR-539-3p,case_before_vs_control,welch_t,10,10,-0.2449740200813394,0.6136885833982997,0.690234438860959,down_in_case_before
