mirna,contrast,test,n_group_a,n_group_b,log2fc,pvalue,padj,direction
novel_miR_1533,case_before_vs_control,welch_t,10,10,-0.7674971840396195,0.28132464655075806,0.4107959649143872,down_in_case_before
novel_miR_1537,case_before_vs_control,welch_t,10,10,0.29552747490037845,0.7732842468297875,0.8200249835270547,up_in_case_before
novel_miR_1538,case_before_vs_control,welch_t,10,10,-1.0626873808448742,0.17475065005848955,0.3047917039762837,down_in_case_before
novel_miR_1546,case_before_vs_control,welch_t,10,10,0.4727404665476749,0.6789898373479086,0.745888467731174,up_in_case_before
novel_miR_1549,case_before_vs_control,welch_t,10,10,-0.6784810607882809,0.3424112072751121,0.4422607816629083,down_in_case_before
novel_miR_1550,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_1551,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_1553,case_before_vs_control,welch_t,10,10,-1.7188200769344562,0.05586688038406136,0.1767882978731703,down_in_case_before
novel_miR_1554,case_before_vs_control,welch_t,10,10,-0.6561691465827615,0.3250930509835529,0.4422607816629083,down_in_case_before
novel_miR_1558,case_before_vs_control,welch_t,10,10,-1.013804350595765,0.1426875219947008,0.2804385728825009,down_in_case_before
novel_miR_1560,case_before_vs_control,welch_t,10,10,-0.931446835023747,0.11536358200186939,0.2509604787681065,down_in_case_before
novel_miR_1561,case_before_vs_control,welch_t,10,10,-1.4446052105211122,0.06452873169712957,0.19055142800662273,down_in_case_before
novel_miR_1570,case_before_vs_control,welch_t,10,10,-0.6637298473035341,0.4000934770219937,0.4966821207983751,down_in_case_before
novel_miR_1574,case_before_vs_control,welch_t,10,10,-0.5974538875268807,0.3830684081122515,0.4815601800610285,down_in_case_before
novel_miR_1576,case_before_vs_control,welch_t,10,10,-1.9628851274434136,0.027620047503914995,0.13293006159281404,down_in_case_before
novel_miR_1583,case_before_vs_control,welch_t,10,10,-0.9923915690347838,0.1516786330636118,0.2876830035689807,down_in_case_before
novel_miR_1585,case_before_vs_control,welch_t,10,10,-0.3128711402232824,0.5576743282091097,0.6434288912509359,down_in_case_before
novel_miR_1589,case_before_vs_control,welch_t,10,10,-1.6352229558542208,0.03038999636032323,0.13703772887556495,down_in_case_before
novel_miR_159,case_before_vs_control,welch_t,10,10,-1.6573502451732065,0.0012215946033128056,0.041638924621490776,down_in_case_before
novel_miR_1591,case_before_vs_control,welch_t,10,10,-0.9308044367511381,0.1527703412095843,0.2888352092916546,down_in_case_before
novel_miR_1596,case_before_vs_control,welch_t,10,10,-2.300712609729987,0.011742883818489291,0.09768350165545142,down_in_case_before
novel_miR_1599,case_before_vs_control,welch_t,10,10,0.07467362635129504,0.9384548581859825,0.9520209573264262,up_in_case_before
novel_miR_1611,case_before_vs_control,welch_t,10,10,-2.4718911192925113,0.053509702626541075,0.17441823834279646,down_in_case_before
novel_miR_1613,case_before_vs_control,welch_t,10,10,-0.7520354337766428,0.08734851310172648,0.22314084824488156,down_in_case_before
novel_miR_1615,case_before_vs_control,welch_t,10,10,-0.07031274347750094,0.9128786753243551,0.9354937051290944,down_in_case_before
novel_miR_1628,case_before_vs_control,welch_t,10,10,-1.1537795070662482,0.0432781528381264,0.15960305178356907,down_in_case_before
novel_miR_1632,case_before_vs_control,welch_t,10,10,-1.0699290919317401,0.2414708247255129,0.37315374857193895,down_in_case_before
novel_miR_1634,case_before_vs_control,welch_t,10,10,1.2197864726518548,0.18840569037065302,0.31927271109685945,up_in_case_before
novel_miR_1636,case_before_vs_control,welch_t,10,10,-0.5278604541822407,0.2680244454167432,0.39919246364815814,down_in_case_before
novel_miR_1640,case_before_vs_control,welch_t,10,10,-1.5254865638898294,0.03296778319356929,0.13889828155542563,down_in_case_before
novel_miR_1641,case_before_vs_control,welch_t,10,10,-2.018436698690029,0.009940261881397494,0.09113335837946333,down_in_case_before
novel_miR_1652,case_before_vs_control,welch_t,10,10,-0.06310905694450553,0.9325883401739505,0.948489249639832,down_in_case_before
novel_miR_1653,case_before_vs_control,welch_t,10,10,0.35967756851614036,0.4447349552857268,0.5408448538795843,up_in_case_before
novel_miR_1657,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_1662,case_before_vs_control,welch_t,10,10,-1.1137799727015107,0.04328385266866707,0.15960305178356907,down_in_case_before
novel_miR_1663,case_before_vs_control,welch_t,10,10,0.15508444586241854,0.8663014508613979,0.8994757448891624,up_in_case_before
novel_miR_1672,case_before_vs_control,welch_t,10,10,-0.4766052386442351,0.4071931275758931,0.5039226153506644,down_in_case_before
novel_miR_1674,case_before_vs_control,welch_t,10,10,-1.4256903651335944,0.1550107686961669,0.29214509803242833,down_in_case_before
novel_miR_1675,case_before_vs_control,welch_t,10,10,-0.6775555570224343,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_1681,case_before_vs_control,welch_t,10,10,-1.426060539937314,0.043479456688734236,0.15960305178356907,down_in_case_before
novel_miR_1682,case_before_vs_control,welch_t,10,10,-1.4571888679735694,0.12342728358483405,0.25922074189135447,down_in_case_before
novel_miR_1685,case_before_vs_control,welch_t,10,10,-2.3601363294018163,0.008713102555149878,0.08842283065388333,down_in_case_before
novel_miR_169,case_before_vs_control,welch_t,10,10,0.18786428023151716,0.16827025120474787,0.3019310898007689,up_in_case_before
novel_miR_1690,case_before_vs_control,welch_t,10,10,-0.757388961597622,0.1159904892995993,0.2511373026033067,down_in_case_before
novel_miR_1694,case_before_vs_control,welch_t,10,10,-2.14883062793054,0.027877477676937518,0.13303132347434585,down_in_case_before
novel_miR_1697,case_before_vs_control,welch_t,10,10,-1.1754334463773994,0.03475709532190828,0.14225270898704817,down_in_case_before
novel_miR_1699,case_before_vs_control,welch_t,10,10,-1.0883200857933129,0.1463985218360901,0.2830672675930843,down_in_case_before
novel_miR_17,case_before_vs_control,welch_t,10,10,0.08722477910373527,0.9221601359769174,0.940889382746339,up_in_case_before
novel_miR_170,case_before_vs_control,welch_t,10,10,-2.1765912588191343,0.003688926571410847,0.0680476816729392,down_in_case_before
novel_miR_1701,case_before_vs_control,welch_t,10,10,0.9163757058817119,0.14448243236946556,0.28164631015812486,up_in_case_before
novel_miR_1703,case_before_vs_control,welch_t,10,10,-1.1633627253267405,0.04184742337759771,0.15601242527960646,down_in_case_before
novel_miR_1708,case_before_vs_control,welch_t,10,10,-0.5168860601036677,0.11674722198101646,0.2518615476009993,down_in_case_before
novel_miR_1709,case_before_vs_control,welch_t,10,10,-0.7481768396789861,0.31854869270841635,0.4422607816629083,down_in_case_before
novel_miR_1711,case_before_vs_control,welch_t,10,10,-0.2354443227105203,0.7514857635967478,0.8018984937128087,down_in_case_before
novel_miR_1716,case_before_vs_control,welch_t,10,10,-0.7558203760795532,0.06363447619845555,0.18837699777855454,down_in_case_before
novel_miR_172,case_before_vs_control,welch_t,10,10,-0.5912018495474171,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_1722,case_before_vs_control,welch_t,10,10,-0.4181441417849898,0.5813809990627319,0.6656310286773888,down_in_case_before
novel_miR_1726,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_1728,case_before_vs_control,welch_t,10,10,-1.2168950200338104,0.09701092120729889,0.23177172811498153,down_in_case_before
novel_miR_1734,case_before_vs_control,welch_t,10,10,-1.025454647415882,0.11727416329337913,0.25254165488989405,down_in_case_before
novel_miR_1739,case_before_vs_control,welch_t,10,10,-1.3026294108550076,0.01803048747707793,0.11203318520913527,down_in_case_before
novel_miR_1740,case_before_vs_control,welch_t,10,10,-1.8191245293688731,0.05551899536667698,0.1767882978731703,down_in_case_before
novel_miR_1741,case_before_vs_control,welch_t,10,10,-0.5304983770733112,0.3462210605184016,0.445088065946609,down_in_case_before
novel_miR_1746,case_before_vs_control,welch_t,10,10,-0.3886943885876082,0.6118520907169585,0.6892724685791609,down_in_case_before
novel_miR_1747,case_before_vs_control,welch_t,10,10,-0.4155298301518796,0.2293894243680193,0.3618601848826243,down_in_case_before
novel_miR_1755,case_before_vs_control,welch_t,10,10,-0.906561464603505,0.11436390942420296,0.2494262229306657,down_in_case_before
novel_miR_1760,case_before_vs_control,welch_t,10,10,0.2656690783950324,0.7202381341390343,0.7761915935211092,up_in_case_before
novel_miR_1761,case_before_vs_control,welch_t,10,10,-2.168881304936468,0.018576779780476445,0.11332745301835807,down_in_case_before
novel_miR_1771,case_before_vs_control,welch_t,10,10,1.398750921305428,0.043463787071900725,0.15960305178356907,up_in_case_before
novel_miR_1774,case_before_vs_control,welch_t,10,10,-2.320055990138931,0.005180173639555344,0.07724933939986907,down_in_case_before
novel_miR_1776,case_before_vs_control,welch_t,10,10,-1.5158523003341964,0.12112200768299304,0.2575731821137445,down_in_case_before
novel_miR_1778,case_before_vs_control,welch_t,10,10,-1.0068331129795292,0.18758779662638744,0.31833889242571867,down_in_case_before
novel_miR_1782,case_before_vs_control,welch_t,10,10,-1.2157041655231458,0.11414655824748123,0.24940813917444155,down_in_case_before
novel_miR_1784,case_before_vs_control,welch_t,10,10,2.2258411651089665,0.006553630061382161,0.08664157224316543,up_in_case_before
novel_miR_1785,case_before_vs_control,welch_t,10,10,-0.7893118859202554,0.1388109169834657,0.2776835394044492,down_in_case_before
novel_miR_1786,case_before_vs_control,welch_t,10,10,-0.9652584144980132,0.15967513707740064,0.293969812551449,down_in_case_before
novel_miR_1787,case_before_vs_control,welch_t,10,10,0.5422972596082458,0.10572684229711374,0.2402516625913461,up_in_case_before
novel_miR_1789,case_before_vs_control,welch_t,10,10,0.9135741992146726,0.05257878019514906,0.17185338293921323,up_in_case_before
novel_miR_179,case_before_vs_control,welch_t,10,10,0.5689581436160682,0.2533443057076505,0.3845289525562685,up_in_case_before
novel_miR_180,case_before_vs_control,welch_t,10,10,-0.6899483708732793,0.23351099934600916,0.36561340695433087,down_in_case_before
novel_miR_1800,case_before_vs_control,welch_t,10,10,-0.7364636935704714,0.28239134288292517,0.41184947684514633,down_in_case_before
novel_miR_1802,case_before_vs_control,welch_t,10,10,-1.5327884097373916,0.015430602729366341,0.10519262317790883,down_in_case_before
novel_miR_1805,case_before_vs_control,welch_t,10,10,0.8951761669414618,0.0783995328525067,0.21160778889828166,up_in_case_before
novel_miR_1806,case_before_vs_control,welch_t,10,10,-0.13112603880573206,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_1807,case_before_vs_control,welch_t,10,10,-1.292025457062609,0.06995851745662951,0.19966629503770095,down_in_case_before
novel_miR_1811,case_before_vs_control,welch_t,10,10,0.1878512403261845,0.8327203147572074,0.87527342335273,up_in_case_before
novel_miR_1813,case_before_vs_control,welch_t,10,10,-1.1124431369583736,0.1180688593239696,0.253168075502011,down_in_case_before
novel_miR_1816,case_before_vs_control,welch_t,10,10,-0.6996932860356335,0.3436510851647242,0.4422607816629083,down_in_case_before
novel_miR_1819,case_before_vs_control,welch_t,10,10,0.8462002189061393,0.22705825204313745,0.3597350527057941,up_in_case_before
novel_miR_1822,case_before_vs_control,welch_t,10,10,-2.6257154537439282,0.013152249909752316,0.09768350165545142,down_in_case_before
novel_miR_1825,case_before_vs_control,welch_t,10,10,-1.4005693929686567,0.03249093681048379,0.13889828155542563,down_in_case_before
novel_miR_1826,case_before_vs_control,welch_t,10,10,-1.5102993070302397,0.09295691947524942,0.22764249215083512,down_in_case_before
novel_miR_1833,case_before_vs_control,welch_t,10,10,-0.5951723944916967,0.3997921522446314,0.4966821207983751,down_in_case_before
novel_miR_1834,case_before_vs_control,welch_t,10,10,-1.258333049663713,0.062112968024083136,0.18618284133852056,down_in_case_before
novel_miR_1840,case_before_vs_control,welch_t,10,10,-0.504875193384923,0.35656614945570264,0.45446946185967224,down_in_case_before
novel_miR_1841,case_before_vs_control,welch_t,10,10,0.4788044123522569,0.3434363961379139,0.4422607816629083,up_in_case_before
novel_miR_1848,case_before_vs_control,welch_t,10,10,-1.2729398210897127,0.022520233476616587,0.12380939418250501,down_in_case_before
novel_miR_1850,case_before_vs_control,welch_t,10,10,-1.1620106961185286,0.13919091078278342,0.2776835394044492,down_in_case_before
novel_miR_1856,case_before_vs_control,welch_t,10,10,-1.7255565591600535,0.06147650550269445,0.1860318623260705,down_in_case_before
novel_miR_186,case_before_vs_control,welch_t,10,10,-0.3254948208368103,0.3015421617402439,0.43178711770719463,down_in_case_before
novel_miR_1862,case_before_vs_control,welch_t,10,10,0.7540164740652807,0.10452932870956891,0.23889557308527912,up_in_case_before
novel_miR_1863,case_before_vs_control,welch_t,10,10,-2.018794654620293,0.013020973685679806,0.09768350165545142,down_in_case_before
novel_miR_1870,case_before_vs_control,welch_t,10,10,-1.0497987119660461,0.25684716081641856,0.38787172513162954,down_in_case_before
novel_miR_1871,case_before_vs_control,welch_t,10,10,-0.9218133806638248,0.22484783979267117,0.35718172153482913,down_in_case_before
novel_miR_1873,case_before_vs_control,welch_t,10,10,-1.1834920276166103,0.12278982748752468,0.25922074189135447,down_in_case_before
novel_miR_1880,case_before_vs_control,welch_t,10,10,-1.2431469334715723,0.08036682092807383,0.21449131402056393,down_in_case_before
novel_miR_1889,case_before_vs_control,welch_t,10,10,-0.9769795145545769,0.12856509849459116,0.2644451077655987,down_in_case_before
novel_miR_1892,case_before_vs_control,welch_t,10,10,0.34229068529439177,0.17370936122898942,0.30378717874856287,up_in_case_before
novel_miR_1897,case_before_vs_control,welch_t,10,10,-1.1537388320202,0.046927129594433604,0.1644951050671895,down_in_case_before
novel_miR_1898,case_before_vs_control,welch_t,10,10,0.1921997220364733,0.854469107769055,0.890289646784701,up_in_case_before
novel_miR_1902,case_before_vs_control,welch_t,10,10,-0.6395035880700441,0.33302312238231535,0.4422607816629083,down_in_case_before
novel_miR_1904,case_before_vs_control,welch_t,10,10,-1.0642676952926569,0.1356866001332971,0.2734360033091612,down_in_case_before
novel_miR_1905,case_before_vs_control,welch_t,10,10,-1.3483064496188701,0.03601787562181208,0.14381089282197082,down_in_case_before
novel_miR_1907,case_before_vs_control,welch_t,10,10,-1.2934523457266642,0.10390531669778688,0.23824321618399977,down_in_case_before
novel_miR_1911,case_before_vs_control,welch_t,10,10,-1.1599145729867586,0.13918841117289443,0.2776835394044492,down_in_case_before
novel_miR_1916,case_before_vs_control,welch_t,10,10,-1.3016555499570939,0.09877887136158084,0.23304770523809795,down_in_case_before
novel_miR_1917,case_before_vs_control,welch_t,10,10,-1.8823557350111728,0.007332066752050655,0.0876388587315777,down_in_case_before
novel_miR_1919,case_before_vs_control,welch_t,10,10,-1.1246595046387116,0.49692809634590884,0.5910620328421429,down_in_case_before
novel_miR_192,case_before_vs_control,welch_t,10,10,-1.4348971564360857,0.05236025136212813,0.17160928537093093,down_in_case_before
novel_miR_1921,case_before_vs_control,welch_t,10,10,1.1237993555981016,0.08938440516513141,0.22544523332347097,up_in_case_before
novel_miR_1923,case_before_vs_control,welch_t,10,10,-1.5048166616734882,0.05486003138183084,0.17644314215813858,down_in_case_before
novel_miR_193,case_before_vs_control,welch_t,10,10,-0.04228837077756609,0.9413687020044839,0.9533555700266122,down_in_case_before
novel_miR_1931,case_before_vs_control,welch_t,10,10,-2.06220327415179,0.06182534868166577,0.1860318623260705,down_in_case_before
novel_miR_1934,case_before_vs_control,welch_t,10,10,-0.5432171616844723,0.5449838578306917,0.6318423152497719,down_in_case_before
novel_miR_1938,case_before_vs_control,welch_t,10,10,-1.0811028685710269,0.2794734592816796,0.4099552568470719,down_in_case_before
novel_miR_1946,case_before_vs_control,welch_t,10,10,-1.9107809165830911,0.023884664933336446,0.12799846779016794,down_in_case_before
novel_miR_1948,case_before_vs_control,welch_t,10,10,-0.4587212678197472,0.5196938101817787,0.6120382187037138,down_in_case_before
novel_miR_1949,case_before_vs_control,welch_t,10,10,1.880804371169706,0.0006314430931597094,0.03935373762503357,up_in_case_before
novel_miR_1955,case_before_vs_control,welch_t,10,10,-2.077365286085213,0.007506497388359642,0.0876388587315777,down_in_case_before
novel_miR_1962,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_1966,case_before_vs_control,welch_t,10,10,-1.9428458162318938,0.06019632816196459,0.18413902435185578,down_in_case_before
novel_miR_1968,case_before_vs_control,welch_t,10,10,-1.3419162569427385,0.04754008680309727,0.1644951050671895,down_in_case_before
novel_miR_1971,case_before_vs_control,welch_t,10,10,1.5342764910188442,0.03125836956301128,0.13703772887556495,up_in_case_before
novel_miR_1977,case_before_vs_control,welch_t,10,10,-1.5483811773114693,0.006880167676440211,0.08664157224316543,down_in_case_before
novel_miR_1979,case_before_vs_control,welch_t,10,10,-0.1753603051602015,0.8372695839264876,0.8785071359932276,down_in_case_before
novel_miR_198,case_before_vs_control,welch_t,10,10,-0.9425929333274672,0.25900570780881715,0.38910246425016415,down_in_case_before
novel_miR_1982,case_before_vs_control,welch_t,10,10,-1.3419162569427385,0.04754008680309727,0.1644951050671895,down_in_case_before
novel_miR_1984,case_before_vs_control,welch_t,10,10,0.5369769038471137,0.5434847676714966,0.631331380557055,up_in_case_before
novel_miR_1985,case_before_vs_control,welch_t,10,10,-2.068143562871674,0.012976857153817696,0.09768350165545142,down_in_case_before
novel_miR_1986,case_before_vs_control,welch_t,10,10,-1.1467829558766298,0.11901141817055562,0.25399037902946847,down_in_case_before
novel_miR_1989,case_before_vs_control,welch_t,10,10,-0.5237024050067065,0.603030965156196,0.6818220596716019,down_in_case_before
novel_miR_1995,case_before_vs_control,welch_t,10,10,-0.9652584144980132,0.15967513707740064,0.293969812551449,down_in_case_before
novel_miR_2001,case_before_vs_control,welch_t,10,10,-2.0647727306865953,0.027744832637561355,0.13293006159281404,down_in_case_before
novel_miR_2002,case_before_vs_control,welch_t,10,10,0.5533898528643357,0.5518159436047317,0.637285983272454,up_in_case_before
novel_miR_2005,case_before_vs_control,welch_t,10,10,-1.4345702075953788,0.036043132400477185,0.14381089282197082,down_in_case_before
novel_miR_2006,case_before_vs_control,welch_t,10,10,-1.416158938367636,0.045146520678864654,0.1614043513048905,down_in_case_before
novel_miR_2007,case_before_vs_control,welch_t,10,10,-2.0500325139800575,0.009396950065404459,0.08842283065388333,down_in_case_before
novel_miR_2009,case_before_vs_control,welch_t,10,10,-1.9166006142922756,0.045454686996721234,0.1614043513048905,down_in_case_before
novel_miR_2011,case_before_vs_control,welch_t,10,10,-0.7433789632192617,0.24343331590297912,0.3742473529281625,down_in_case_before
novel_miR_2019,case_before_vs_control,welch_t,10,10,-0.5725112457673451,0.47298543186180264,0.5688221977934784,down_in_case_before
novel_miR_202,case_before_vs_control,welch_t,10,10,-0.28160063895518883,0.7158338922963694,0.7755754328991572,down_in_case_before
novel_miR_2024,case_before_vs_control,welch_t,10,10,-1.1754334463773994,0.03475709532190828,0.14225270898704817,down_in_case_before
novel_miR_203,case_before_vs_control,welch_t,10,10,1.148462849720764,0.19757915722673608,0.33182296147438534,up_in_case_before
novel_miR_2031,case_before_vs_control,welch_t,10,10,-0.2886679707097576,0.5929513308366516,0.6762819671970607,down_in_case_before
novel_miR_2032,case_before_vs_control,welch_t,10,10,-0.12915949079129468,0.22429053583460465,0.3567714790009111,down_in_case_before
novel_miR_2037,case_before_vs_control,welch_t,10,10,-1.8244037284866106,0.0414988330536168,0.15601242527960646,down_in_case_before
novel_miR_204,case_before_vs_control,welch_t,10,10,0.5912852669996852,0.10732880105275627,0.24159105595460045,up_in_case_before
novel_miR_2042,case_before_vs_control,welch_t,10,10,-0.9304373640221204,0.2217831074562047,0.3565865865165124,down_in_case_before
novel_miR_2045,case_before_vs_control,welch_t,10,10,0.6404338574571603,0.12812287816212306,0.2644451077655987,up_in_case_before
novel_miR_2046,case_before_vs_control,welch_t,10,10,-1.0479722588930376,0.19970244919448443,0.3323228649964457,down_in_case_before
novel_miR_2048,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2050,case_before_vs_control,welch_t,10,10,-0.6538026642199093,0.26689276043767773,0.39800382900268694,down_in_case_before
novel_miR_2051,case_before_vs_control,welch_t,10,10,-0.584035081636098,0.3758770862734667,0.4735829642623288,down_in_case_before
novel_miR_2056,case_before_vs_control,welch_t,10,10,-1.57961756569638,0.0406177225561177,0.1543659213270626,down_in_case_before
novel_miR_2058,case_before_vs_control,welch_t,10,10,-1.2347138119722503,0.05656257732231305,0.17804526318079014,down_in_case_before
novel_miR_2064,case_before_vs_control,welch_t,10,10,0.05190093204792138,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2070,case_before_vs_control,welch_t,10,10,0.19703258578691485,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2072,case_before_vs_control,welch_t,10,10,-1.2153636317119805,0.05573630059843278,0.1767882978731703,down_in_case_before
novel_miR_2077,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_208,case_before_vs_control,welch_t,10,10,-1.096017636261648,0.1784832887122639,0.30905046418084414,down_in_case_before
novel_miR_2084,case_before_vs_control,welch_t,10,10,0.8343017246327462,0.44547552806076696,0.5411937932550865,up_in_case_before
novel_miR_2085,case_before_vs_control,welch_t,10,10,-1.4926639641944544,0.05728742755630539,0.1794171543417353,down_in_case_before
novel_miR_2094,case_before_vs_control,welch_t,10,10,-0.5329628528945292,0.2837153398537965,0.4127712200555844,down_in_case_before
novel_miR_2099,case_before_vs_control,welch_t,10,10,-0.8509630862162221,0.10187570149159789,0.23599555704752676,down_in_case_before
novel_miR_2102,case_before_vs_control,welch_t,10,10,-0.4863847557822134,0.5984431867098615,0.6782440074715247,down_in_case_before
novel_miR_2106,case_before_vs_control,welch_t,10,10,-1.0488419293667786,0.17527901916258046,0.3052669633006693,down_in_case_before
novel_miR_2108,case_before_vs_control,welch_t,10,10,-1.0568959356268337,0.11355182530671411,0.24856390383653199,down_in_case_before
novel_miR_211,case_before_vs_control,welch_t,10,10,-1.427140162525093,0.15628442600029577,0.2926959501073043,down_in_case_before
novel_miR_2110,case_before_vs_control,welch_t,10,10,-0.4782199497497315,0.5495768081918018,0.6353150505550577,down_in_case_before
novel_miR_2111,case_before_vs_control,welch_t,10,10,-1.267293249421071,0.0664409590015414,0.19427466688440903,down_in_case_before
novel_miR_2112,case_before_vs_control,welch_t,10,10,-1.9638220909777868,0.014665116992808619,0.10171793356058537,down_in_case_before
novel_miR_2113,case_before_vs_control,welch_t,10,10,-2.1336608191681434,0.006899370798910911,0.08664157224316543,down_in_case_before
novel_miR_2122,case_before_vs_control,welch_t,10,10,-1.9495088785689616,0.028956771585324267,0.1351406728085067,down_in_case_before
novel_miR_2123,case_before_vs_control,welch_t,10,10,-1.3589417727450313,0.1283565616501203,0.2644451077655987,down_in_case_before
novel_miR_2127,case_before_vs_control,welch_t,10,10,-1.3673036863210988,0.28827774703782505,0.4168670935953034,down_in_case_before
novel_miR_2128,case_before_vs_control,welch_t,10,10,-1.0383883518438326,0.1125642029288058,0.24776585626211312,down_in_case_before
novel_miR_214,case_before_vs_control,welch_t,10,10,-0.07000693366251043,0.9435261902941054,0.9539209703566677,down_in_case_before
novel_miR_2142,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2143,case_before_vs_control,welch_t,10,10,-1.016253591136171,0.2460978546799472,0.37665665504969903,down_in_case_before
novel_miR_2144,case_before_vs_control,welch_t,10,10,-0.16057318537072152,0.7836617229602374,0.8288195350102511,down_in_case_before
novel_miR_2145,case_before_vs_control,welch_t,10,10,0.028271906950155395,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2151,case_before_vs_control,welch_t,10,10,-0.5537206894832082,0.3276709910720682,0.4422607816629083,down_in_case_before
novel_miR_2158,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2159,case_before_vs_control,welch_t,10,10,-0.5430193104934359,0.40938226867855343,0.5061067839725536,down_in_case_before
novel_miR_2170,case_before_vs_control,welch_t,10,10,-0.8140905435012963,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_2174,case_before_vs_control,welch_t,10,10,-1.6618411642575683,0.007860316751281488,0.0876388587315777,down_in_case_before
novel_miR_2182,case_before_vs_control,welch_t,10,10,-0.32382275822576306,0.47801410790408316,0.5727991389660568,down_in_case_before
novel_miR_2184,case_before_vs_control,welch_t,10,10,-1.6516053978361143,0.03489011573451308,0.14225270898704817,down_in_case_before
novel_miR_2185,case_before_vs_control,welch_t,10,10,-0.14007873991688077,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_2187,case_before_vs_control,welch_t,10,10,-1.3917667162196978,0.026712340743598403,0.1325915011718366,down_in_case_before
novel_miR_2188,case_before_vs_control,welch_t,10,10,-0.8140905435012963,0.34343639613791355,0.4422607816629083,down_in_case_before
novel_miR_2189,case_before_vs_control,welch_t,10,10,0.6809634208782858,0.40068817335589824,0.49690331685404016,up_in_case_before
novel_miR_2190,case_before_vs_control,welch_t,10,10,-0.35804619326447773,0.42980466880707147,0.5259045844993192,down_in_case_before
novel_miR_2191,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2192,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2193,case_before_vs_control,welch_t,10,10,-2.2269165343787076,0.0029324010965722028,0.06451655111368132,down_in_case_before
novel_miR_2194,case_before_vs_control,welch_t,10,10,-1.6666663289282155,0.07453012535922854,0.20487198053815586,down_in_case_before
novel_miR_2195,case_before_vs_control,welch_t,10,10,-0.8228621025526872,0.2721632247709927,0.4025826656620252,down_in_case_before
novel_miR_2197,case_before_vs_control,welch_t,10,10,-0.913816286051933,0.1509810165191644,0.2868158482601324,down_in_case_before
novel_miR_2198,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_22,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2203,case_before_vs_control,welch_t,10,10,-1.0479722588930376,0.19970244919448443,0.3323228649964457,down_in_case_before
novel_miR_2209,case_before_vs_control,welch_t,10,10,-1.1518764762838702,0.0847742292459084,0.22097882655197354,down_in_case_before
novel_miR_2210,case_before_vs_control,welch_t,10,10,0.9294215540042879,0.13836804320156953,0.2776835394044492,up_in_case_before
novel_miR_2213,case_before_vs_control,welch_t,10,10,-0.9505750983721132,0.15838300051392493,0.2936306933887967,down_in_case_before
novel_miR_2218,case_before_vs_control,welch_t,10,10,-0.9255544550717556,0.046443986447133705,0.16392803500423228,down_in_case_before
novel_miR_222,case_before_vs_control,welch_t,10,10,-1.440999974095671,0.08347158634385701,0.2208017793973867,down_in_case_before
novel_miR_2222,case_before_vs_control,welch_t,10,10,-0.9681362801059299,0.12206692649000517,0.2586829398403758,down_in_case_before
novel_miR_2232,case_before_vs_control,welch_t,10,10,0.1825380608765431,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2233,case_before_vs_control,welch_t,10,10,0.14421181751670678,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2234,case_before_vs_control,welch_t,10,10,-0.7062019973349092,0.14947351489485755,0.28577228088071327,down_in_case_before
novel_miR_2235,case_before_vs_control,welch_t,10,10,0.6831878078872526,0.09268819168685363,0.22764249215083512,up_in_case_before
novel_miR_2241,case_before_vs_control,welch_t,10,10,-2.0243704312316053,0.012158274260349752,0.09768350165545142,down_in_case_before
novel_miR_2242,case_before_vs_control,welch_t,10,10,0.14094707770849133,0.34343639613791355,0.4422607816629083,up_in_case_before
novel_miR_2244,case_before_vs_control,welch_t,10,10,-0.41928695214218914,0.5482564385937567,0.6344034250653267,down_in_case_before
novel_miR_2249,case_before_vs_control,welch_t,10,10,0.0,,,down_in_case_before
novel_miR_2250,case_before_vs_control,welch_t,10,10,-1.0027143971547041,0.0920881081774823,0.22764249215083512,down_in_case_before
novel_miR_2253,case_before_vs_control,welch_t,10,10,-2.0076866173835537,0.016898024328128494,0.10857897654809438,down_in_case_before
